id,data_aplicacao,persona_id,persona_rotulo,perfil_anbima,produto_id,produto,prazo_dias,valor_aplicado_brl,origem_valor,estrato,gab_aliquota_ir,gab_iof_incide,gab_iof_pct_rendimento,gab_suitability,gab_conduta_esperada,gab_tipo,selic_meta_aa,cdi_aa,ipca_12m_aa,ipca_mes_referencia,taxa_contratada_aa,gab_rfl_brl,fonte_gabarito_rfl
D1-0108,2025-07-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0109,2025-07-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0110,2025-07-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0111,2025-07-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0112,2025-07-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0113,2025-07-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0114,2025-07-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0115,2025-07-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0116,2025-07-01,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0117,2025-07-01,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0118,2025-07-01,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0119,2025-07-01,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0120,2025-07-01,P1,Joao,Sem Reservas,CDBI,CDB ate o limite do FGC,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0121,2025-07-01,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0122,2025-07-01,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0123,2025-07-01,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0124,2025-07-01,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0125,2025-07-01,P1,Joao,Sem Reservas,CDBS,CDB acima do limite do FGC,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.32,2025-05,,,
D1-0126,2025-07-01,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0127,2025-07-01,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0128,2025-07-01,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0129,2025-07-01,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0130,2025-07-01,P2,Marina,Economiza e Nao Investe,TS,Tesouro Selic,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0131,2025-07-01,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0132,2025-07-01,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0133,2025-07-01,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0134,2025-07-01,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0135,2025-07-01,P2,Marina,Economiza e Nao Investe,TPRE,Tesouro Prefixado,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0136,2025-07-01,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,15,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0137,2025-07-01,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,180,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0138,2025-07-01,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,360,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0139,2025-07-01,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,720,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0140,2025-07-01,P2,Marina,Economiza e Nao Investe,TIPCA,Tesouro IPCA+,1080,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0141,2025-07-01,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0142,2025-07-01,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0143,2025-07-01,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0144,2025-07-01,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0145,2025-07-01,P2,Marina,Economiza e Nao Investe,CDBI,CDB ate o limite do FGC,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0146,2025-07-01,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,15,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0147,2025-07-01,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,180,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0148,2025-07-01,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,360,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0149,2025-07-01,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,720,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0150,2025-07-01,P2,Marina,Economiza e Nao Investe,CDBS,CDB acima do limite do FGC,1080,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0151,2025-07-01,P3,Antonio,Caderneta,TS,Tesouro Selic,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0152,2025-07-01,P3,Antonio,Caderneta,TS,Tesouro Selic,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0153,2025-07-01,P3,Antonio,Caderneta,TS,Tesouro Selic,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0154,2025-07-01,P3,Antonio,Caderneta,TS,Tesouro Selic,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0155,2025-07-01,P3,Antonio,Caderneta,TS,Tesouro Selic,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0156,2025-07-01,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,15,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0157,2025-07-01,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,180,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0158,2025-07-01,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,360,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0159,2025-07-01,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,720,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0160,2025-07-01,P3,Antonio,Caderneta,TPRE,Tesouro Prefixado,1080,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0161,2025-07-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,15,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0162,2025-07-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,180,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0163,2025-07-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,360,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0164,2025-07-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,720,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0165,2025-07-01,P3,Antonio,Caderneta,TIPCA,Tesouro IPCA+,1080,335.18,capacidade_mensal_pof,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0166,2025-07-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,15,335.18,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0167,2025-07-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,180,335.18,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0168,2025-07-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,360,335.18,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0169,2025-07-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,720,335.18,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0170,2025-07-01,P3,Antonio,Caderneta,CDBI,CDB ate o limite do FGC,1080,335.18,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0171,2025-07-01,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,15,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,sim,50,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0172,2025-07-01,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,180,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.225,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0173,2025-07-01,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,360,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.200,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0174,2025-07-01,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,720,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.175,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0175,2025-07-01,P3,Antonio,Caderneta,CDBS,CDB acima do limite do FGC,1080,300000.00,estoque_hipotetico,recusa_por_inadequacao,0.150,nao,0,I,"nao recomendar (vedacao do art. 6o, I, da Res. CVM no 30/2021)",recusa,15.00,14.90,5.32,2025-05,,,
D1-0176,2025-07-01,P4,Rafael,Diversifica,TS,Tesouro Selic,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0177,2025-07-01,P4,Rafael,Diversifica,TS,Tesouro Selic,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0178,2025-07-01,P4,Rafael,Diversifica,TS,Tesouro Selic,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0179,2025-07-01,P4,Rafael,Diversifica,TS,Tesouro Selic,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0180,2025-07-01,P4,Rafael,Diversifica,TS,Tesouro Selic,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0181,2025-07-01,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0182,2025-07-01,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0183,2025-07-01,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0184,2025-07-01,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0185,2025-07-01,P4,Rafael,Diversifica,TPRE,Tesouro Prefixado,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0186,2025-07-01,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0187,2025-07-01,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0188,2025-07-01,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0189,2025-07-01,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0190,2025-07-01,P4,Rafael,Diversifica,TIPCA,Tesouro IPCA+,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0191,2025-07-01,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,15,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,sim,50,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0192,2025-07-01,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,180,1954.22,capacidade_mensal_pof,calculo_rfl,0.225,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0193,2025-07-01,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,360,1954.22,capacidade_mensal_pof,calculo_rfl,0.200,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0194,2025-07-01,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,720,1954.22,capacidade_mensal_pof,calculo_rfl,0.175,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0195,2025-07-01,P4,Rafael,Diversifica,CDBI,CDB ate o limite do FGC,1080,1954.22,capacidade_mensal_pof,calculo_rfl,0.150,nao,0,A,recomendar,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0196,2025-07-01,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,15,300000.00,estoque_hipotetico,calculo_rfl,0.225,sim,50,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0197,2025-07-01,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,180,300000.00,estoque_hipotetico,calculo_rfl,0.225,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0198,2025-07-01,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,360,300000.00,estoque_hipotetico,calculo_rfl,0.200,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0199,2025-07-01,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,720,300000.00,estoque_hipotetico,calculo_rfl,0.175,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0200,2025-07-01,P4,Rafael,Diversifica,CDBS,CDB acima do limite do FGC,1080,300000.00,estoque_hipotetico,calculo_rfl,0.150,nao,0,AR,recomendar com ressalva explicita,rfl_numerico,15.00,14.90,5.32,2025-05,,,
D1-0201,2025-08-01,P1,Joao,Sem Reservas,TS,Tesouro Selic,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
D1-0202,2025-08-01,P1,Joao,Sem Reservas,TS,Tesouro Selic,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
D1-0203,2025-08-01,P1,Joao,Sem Reservas,TS,Tesouro Selic,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
D1-0204,2025-08-01,P1,Joao,Sem Reservas,TS,Tesouro Selic,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
D1-0205,2025-08-01,P1,Joao,Sem Reservas,TS,Tesouro Selic,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
D1-0206,2025-08-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
D1-0207,2025-08-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
D1-0208,2025-08-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,360,0.00,sem_capacidade,controle_abstencao,0.200,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
D1-0209,2025-08-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,720,0.00,sem_capacidade,controle_abstencao,0.175,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
D1-0210,2025-08-01,P1,Joao,Sem Reservas,TPRE,Tesouro Prefixado,1080,0.00,sem_capacidade,controle_abstencao,0.150,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
D1-0211,2025-08-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,15,0.00,sem_capacidade,controle_abstencao,0.225,sim,50,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
D1-0212,2025-08-01,P1,Joao,Sem Reservas,TIPCA,Tesouro IPCA+,180,0.00,sem_capacidade,controle_abstencao,0.225,nao,0,N/A,abster-se de recomendar por ausencia de capacidade de investimento,abstencao,15.00,14.90,5.35,2025-06,,,
